title,description,published_utc,article_url,publisher,sentiment_polarity,sentiment_subjectivity,sentiment_label,sentiment_confidence,keywords_earnings,keywords_acquisition,keywords_regulation,keywords_partnership,keywords_product,keywords_financial,keywords_leadership,keywords_lawsuit,urgency_score,text_length,tickers,ticker,date
Energy Transfer: Insight From Enable Midstream Disclosures,Energy Transfer (ET) rarely shares details on its longer-term outlook beyond one year. Investors got some insight into 2022 & 2023 potential numbers via Enable Midstream (ENBL) disclosures.,2021-04-21 15:00:00+00:00,https://seekingalpha.com/article/4420263-insight-on-energy-transfer-from-enable-midstream-disclosures?source=feed,Seeking Alpha,0.15,0.95,positive,0.15,False,False,False,False,False,False,False,False,0.0,249,"['BX', 'CNP', 'D', 'DCUE', 'DRUA', 'ENBL', 'EQT', 'ETRN', 'MPC', 'MPLX', 'OAS', 'OGE', 'OXY', 'WES', 'ET']",CNP,2021-04-21
One Last Hurrah? The Stocks To Buy Now,"Warning signals are flashing, suggesting it could be smart to fade the next move up. The strongest sectors currently include financials, REITs, and consumer goods.",2021-04-25 08:09:04+00:00,https://seekingalpha.com/article/4421093-one-last-hurrah-stocks-to-buy-now?source=feed,Seeking Alpha,0.05357142857142857,0.2773809523809524,neutral,0.05357142857142857,False,True,True,False,False,False,False,False,0.0,203,"['ABBV', 'ACHC', 'ADP', 'AEP', 'AFIN', 'AFINO', 'AFINP', 'AIZ', 'ALE', 'ALOT', 'ALRM', 'ASH', 'AVNT', 'BANR', 'BIP', 'BMY', 'BRO', 'BXS', 'CB', 'CLI', 'CMCSA', 'CMO', 'CMP', 'CNO', 'CNP', 'CODI', 'CPLG', 'CQP', 'CSL', 'CTVA', 'CVS', 'DBX', 'DKL', 'DTB', 'DTE', 'DTJ', 'DTP', 'DTW', 'ED', 'EFC', 'EFX', 'EMN', 'EPD', 'ESI', 'ETR', 'EVH', 'EVLO', 'EXPD', 'EXPO', 'FANG', 'FIS', 'FOXF', 'GLP', 'GPC', 'GPN', 'GRA', 'HAIN', 'HD', 'HOME', 'IART', 'ICHR', 'IPG', 'IT', 'JCOM', 'KBH', 'KO', 'LEG', 'LEVI', 'LLY', 'MAC', 'MEDP', 'MGP', 'MLM', 'MMM', 'MMP', 'MNST', 'NI', 'NLY', 'NOC', 'NWL', 'OIS', 'OPRX', 'OSIS', 'OTEX', 'OXY', 'PBFX', 'PFG', 'PFH', 'PFPT', 'PII', 'PPG', 'PRS', 'PRU', 'RPT', 'RRR', 'RSG', 'SHW', 'SLG', 'SRE', 'SREA', 'SSD', 'STAR', 'STZ', 'STZ.B', 'TSCO', 'WES', 'WTFC', 'WTFCM', 'WTFCP', 'WTRG', 'WWW', 'YUM']",CNP,2021-04-25
Entergy (ETR) to Report Q1 Earnings: What's in the Cards?,Entergy's (ETR) Q1 results are expected to reflect favorable weather impacts,2021-04-26 12:58:00+00:00,http://www.zacks.com/stock/news/1456120/entergy-etr-to-report-q1-earnings-whats-in-the-cards?cid=CS-ZC-FT-analyst_blog|earnings_preview-1456120,Zacks Investment Research,-0.1,0.4,neutral,0.1,True,False,False,False,False,False,False,False,0.0,135,"['ETR', 'CNP', 'XEL', 'DUK']",CNP,2021-04-26
CMS Energy (CMS) to Report Q1 Earnings: What's in the Cards?,CMS Energy's (CMS) Q1 results are expected to reflect favorable weather conditions and recovering economic activities in Michigan,2021-04-26 13:43:00+00:00,http://www.zacks.com/stock/news/1456328/cms-energy-cms-to-report-q1-earnings-whats-in-the-cards?cid=CS-ZC-FT-analyst_blog|earnings_preview-1456328,Zacks Investment Research,0.05,0.30000000000000004,neutral,0.05,True,False,False,False,False,False,False,False,0.0,191,"['CMS', 'CNP', 'XEL', 'DUK']",CNP,2021-04-26
What's in the Cards for Xcel Energy (XEL) in Q1 Earnings?,Improving demand and efforts to cut costs are likely to aid Xcel Energy's (XEL) first-quarter earnings results.,2021-04-26 16:07:00+00:00,http://www.zacks.com/stock/news/1457020/whats-in-the-cards-for-xcel-energy-xel-in-q1-earnings?cid=CS-ZC-FT-analyst_blog|earnings_preview-1457020,Zacks Investment Research,0.0,1.0,neutral,0.0,True,False,False,False,False,False,False,False,0.0,170,"['CNP', 'XEL', 'DTE', 'DUK']",CNP,2021-04-26
PG&E (PCG) to Report Q1 Earnings: What's in the Offing?,PG&E Corporation's (PCG) wildfire-related costs and storm-related damages are likely to have negatively impacted its bottom-line performance in the first quarter.,2021-04-27 16:37:00+00:00,http://www.zacks.com/stock/news/1462679/pge-pcg-to-report-q1-earnings-whats-in-the-offing?cid=CS-ZC-FT-analyst_blog|earnings_preview-1462679,Zacks Investment Research,-0.016666666666666663,0.5777777777777777,neutral,0.016666666666666663,True,False,False,False,False,False,False,False,0.0,219,"['CNP', 'XEL', 'DUK', 'PCG']",CNP,2021-04-27
Dominion Energy (D) to Report Q1 Earnings: What's in Store?,"Dominion Energy's (D) Q1 earnings are likely to have been impacted by storms in its service territories. Yet, rise in customer volumes and lower shares outstanding are likely to have boosted earnings.",2021-04-29 15:15:00+00:00,http://www.zacks.com/stock/news/1473490/dominion-energy-d-to-report-q1-earnings-whats-in-store?cid=CS-ZC-FT-analyst_blog|earnings_preview-1473490,Zacks Investment Research,0.16666666666666666,0.9583333333333334,positive,0.16666666666666666,True,False,False,False,False,False,False,False,0.0,261,"['CNP', 'D', 'DUK', 'AGR']",CNP,2021-04-29
Atmos Energy (ATO) to Post Q2 Earnings: What's in the Cards?,"Atmos Energy's (ATO) fiscal second-quarter earnings are likely to have benefited from new rates, customer growth and cold weather in its service territories.",2021-04-30 11:15:00+00:00,http://www.zacks.com/stock/news/1478055/atmos-energy-ato-to-post-q2-earnings-whats-in-the-cards?cid=CS-ZC-FT-analyst_blog|earnings_preview-1478055,Zacks Investment Research,-0.15454545454545454,0.8181818181818182,negative,0.15454545454545454,True,False,True,False,False,False,False,False,0.0,219,"['CNP', 'UGI', 'ATO', 'SR']",CNP,2021-04-30
Exelon (EXC) to Report Q1 Earnings: What's in the Offing?,"Exelon's (EXN) Q1 earnings are likely to have benefited from steady demand from customers. However, operational issues in its plants due to cold weather are likely to have adversely impacted earnings.",2021-04-30 11:21:00+00:00,http://www.zacks.com/stock/news/1478088/exelon-exc-to-report-q1-earnings-whats-in-the-offing?cid=CS-ZC-FT-analyst_blog|earnings_preview-1478088,Zacks Investment Research,-0.11166666666666666,0.775,negative,0.11166666666666666,True,False,False,False,False,False,False,False,0.0,259,"['CNP', 'EXC', 'DUK', 'AGR']",CNP,2021-04-30
What's in the Cards for Sempra Energy (SRE) in Q1 Earnings?,Sempra Energy's (SRE) Q1 results are expected to reflect favorable weather pattern. Yet wildfire-related costs might have weighed on its earnings.,2021-04-30 14:58:00+00:00,http://www.zacks.com/stock/news/1479383/whats-in-the-cards-for-sempra-energy-sre-in-q1-earnings?cid=CS-ZC-FT-analyst_blog|earnings_preview-1479383,Zacks Investment Research,-0.1,0.4,neutral,0.1,True,False,False,False,False,False,False,False,0.0,207,"['SRE', 'CNP', 'DUK', 'UGI']",CNP,2021-04-30
